id,ScientificName,CommonName,AcceptedSymbol,Symbol,State,Category,FamilyCommonName,Duration,GrowthHabit,NativeStatus,ActiveGrowthPeriod,FlowerColor,FoliageColor,FoliagePorositySummer,FoliagePorosityWinter,FruitColor,GrowthRate,MaxHeight20Yrs,MatureHeight,Lifespan,ResproutAbility,AdaptedCoarseSoils,AdaptedMediumSoils,AdaptedFineSoils,AnaerobicTolerance,DroughtTolerance,MoistureUse,Precipitation_Minimum,Precipitation_Maximum,RootDepthMinimum,ShadeTolerance,TemperatureMinimum,BloomPeriod,PalatableBrowseAnimal,PalatableGrazeAnimal,PalatableHuman
14875,Eriogonum ochrocephalum,whitewoolly buckwheat,EROC2,EROC2,"<strong>USA</strong> (ID, NV, OR), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14876,Centaurea iberica,Iberian knapweed,CEIB,CEIB,"<strong>USA</strong> (KS, OR, WA, WY), <strong>CAN</strong> (CA)",Dicot,Aster family,Perennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14877,Agrostis aequivalvis,arctic bentgrass,AGAE,AGAE,"<strong>USA</strong> (AK, OR, WA), <strong>CAN</strong> (BC)",Monocot,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14878,Valeriana edulis var. ciliata,tobacco root,VAEDC,VAEDC,"<strong>USA</strong> (IA, IL, IN, MI, MN, OH, WI), <strong>CAN</strong> (ON)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14879,Rhamnus serrata,sawleaf buckthorn,RHSE3,RHSE3,"<strong>USA</strong> (AZ, NM, TX)",Dicot,Buckthorn family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14880,Myrica,sweetgale,MYRIC,MYRIC,"<strong>USA</strong> (AK, CT, KY, MA, ME, MI, MN, NC, NH, NJ, NY, OR, PA, RI, TN, VT, WA, WI), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT, CA), <strong>FRA</strong> (SPM)",Dicot,Bayberry family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14881,Hesperolinon spergulinum,slender dwarf-flax,HESP5,HESP5,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14882,Cynoglossum grande,Pacific hound's tongue,CYGR,CYGR,"<strong>USA</strong> (OR, WA), <strong>CAN</strong> (CA)",Dicot,Borage family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14883,Ballota nigra var. foetida,black horehound,BANIF2,BANIF2,"<strong>USA</strong> (CT, WA)",Dicot,Mint family,Perennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14884,Soleirolia,soleirolia,SOLEI,SOLEI,<strong>CAN</strong> (CA),Dicot,Nettle family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14885,Phoebanthus grandiflorus,Florida false sunflower,PHGR12,PHGR12,<strong>USA</strong> (FL),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14886,Lewisia rediviva var. rediviva,bitter root,LERER,LERER,"<strong>USA</strong> (AZ, CO, ID, MT, NV, OR, WA, WY), <strong>CAN</strong> (AB, BC, CA)",Dicot,Purslane family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14887,Eriogonum ochrocephalum var. alexandrae,Alexander's buckwheat,EROCA,EROCA,"<strong>USA</strong> (NV), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14888,Centaurea jacea,brownray knapweed,CEJA,CEJA,"<strong>USA</strong> (CT, DC, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MT, NH, NJ, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WV), <strong>CAN</strong> (BC, NB, ON, QC, CA), <strong>DEN</strong> (GL)",Dicot,Aster family,Perennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14889,Agrostis anadyrensis,,AGAN6,AGAN6,,Monocot,Grass family,,Graminoid,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14890,Valeriana edulis var. edulis,tobacco root,VAEDE,VAEDE,"<strong>USA</strong> (AZ, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), <strong>CAN</strong> (BC)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14891,Rhamnus smithii,Smith's buckthorn,RHSM,RHSM,"<strong>USA</strong> (CO, NM)",Dicot,Buckthorn family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14892,Myrica gale,sweetgale,MYGA,MYGA,"<strong>USA</strong> (AK, CT, KY, MA, ME, MI, MN, NC, NH, NJ, NY, OR, PA, RI, TN, VT, WA, WI), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), <strong>FRA</strong> (SPM)",Dicot,Bayberry family,Perennial,Shrub,"L48 (N), AK (N), CAN (N), SPM (N)",Summer,Blue,Gray-Green,Moderate,Porous,Blue,Moderate,7,6,Moderate,Yes,No,Yes,Yes,Medium,Medium,Medium,30,50,14,Tolerant,-33,Spring,,,No
14893,Hesperolinon tehamense,Paskenta Grade dwarf-flax,HETE8,HETE8,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14894,Cynoglossum microglochin,smallbristle hound's tongue,CYMI3,CYMI3,<strong>USA</strong> (MA),Dicot,Borage family,"Biennial, Perennial",Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14895,Ballota nigra var. nigra,black horehound,BANIN,BANIN,"<strong>USA</strong> (AL, CT, IA, IL, MA, MD, NE, NJ, NY, OR, PA, WI), <strong>CAN</strong> (ON)",Dicot,Mint family,Perennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14896,Soleirolia soleirolii,mother of thousands,SOSO,SOSO,<strong>CAN</strong> (CA),Dicot,Nettle family,Perennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14897,Phoebanthus tenuifolius,pineland false sunflower,PHTE7,PHTE7,"<strong>USA</strong> (AL, FL)",Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14898,Lewisia serrata,sawtooth lewisia,LESE3,LESE3,<strong>CAN</strong> (CA),Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14899,Eriogonum ochrocephalum var. calcareum,whitewoolly buckwheat,EROCC,EROCC,"<strong>USA</strong> (ID, OR)",Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14900,Centaurea macrocephala,bighead knapweed,CEMA9,CEMA9,"<strong>USA</strong> (ID, MI, MT, OR, WA, WI), <strong>CAN</strong> (ON, QC)",Dicot,Aster family,Perennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14901,Agrostis avenacea,Pacific bentgrass,AGAV,AGAV,"<strong>USA</strong> (HI, OH, SC, TX), <strong>CAN</strong> (CA)",Monocot,Grass family,Perennial,Graminoid,"L48 (I), HI (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14902,Valeriana occidentalis,western valerian,VAOC2,VAOC2,"<strong>USA</strong> (AZ, CO, ID, MT, NV, OR, SD, UT, WA, WY), <strong>CAN</strong> (CA)",Dicot,Valerian family,Perennial,Forb/herb,L48 (N),Spring and Summer,White,Green,Porous,Porous,White,Moderate,0,3,Moderate,No,No,Yes,Yes,High,None,High,14,24,8,Intolerant,-28,Late Spring,,,No
14903,Rhamnus ×spathulifolia,,RHSP8,RHSP8,,Dicot,Buckthorn family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14904,Myrica hartwegii,Sierra bayberry,MYHA,MYHA,<strong>CAN</strong> (CA),Dicot,Bayberry family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14905,Hesperomannia,island-aster,HESPE8,HESPE8,<strong>USA</strong> (HI),Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14906,Cynoglossum occidentale,western hound's tongue,CYOC,CYOC,"<strong>USA</strong> (OR), <strong>CAN</strong> (CA)",Dicot,Borage family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14907,Balsamorhiza,balsamroot,BALSA,BALSA,"<strong>USA</strong> (AZ, CO, ID, MT, ND, NV, OR, SD, UT, WA, WY), <strong>CAN</strong> (AB, BC, CA)",Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14908,Solenospora,solenospora lichen,SOLEN,SOLEN,,Lichen,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14909,Phoenicaulis,phoenicaulis,PHOEN,PHOEN,"<strong>USA</strong> (ID, NV, OR, WA), <strong>CAN</strong> (CA)",Dicot,Mustard family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14910,Lewisia stebbinsii,Stebbins' lewisia,LEST6,LEST6,<strong>CAN</strong> (CA),Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14911,Eriogonum ochrocephalum var. ochrocephalum,whitewoolly buckwheat,EROCO2,EROCO2,"<strong>USA</strong> (ID, NV, OR), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14912,Centaurea melitensis,Maltese star-thistle,CEME2,CEME2,"<strong>USA</strong> (AL, AZ, GA, HI, IN, MA, MO, NJ, NM, NV, OR, PA, SC, TX, UT, WA, WI), <strong>CAN</strong> (BC, CA)",Dicot,Aster family,"Annual, Biennial",Forb/herb,"L48 (I), HI (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14913,Agrostis blasdalei,Blasdale bentgrass,AGBL,AGBL,<strong>CAN</strong> (CA),Monocot,Grass family,Perennial,Graminoid,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14914,Valeriana officinalis,garden valerian,VAOF,VAOF,"<strong>USA</strong> (CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NH, NJ, NY, OH, OR, PA, VT, WA, WI, WV), <strong>CAN</strong> (BC, MB, NB, NF, NS, ON, PE, QC)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14915,Rhamnus utilis,Chinese buckthorn,RHUT80,RHUT80,"<strong>USA</strong> (IA, IL, MI, OH)",Dicot,Buckthorn family,Perennial,Shrub,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14916,Myrinia,myrinia moss,MYRIN,MYRIN,,Moss,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14917,Hesperomannia arborescens,Lanai island-aster,HEAR9,HEAR9,<strong>USA</strong> (HI),Dicot,Aster family,Perennial,"Tree, Shrub",HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14918,Cynoglossum officinale,gypsyflower,CYOF,CYOF,"<strong>USA</strong> (AL, AR, AZ, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, MB, NB, NS, ON, QC, SK, CA)",Dicot,Borage family,Biennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14919,Balsamorhiza ×bonseri,,BABO,BABO,<strong>USA</strong> (WA),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14920,Solenospora candicans,solenospora lichen,SOCA16,SOCA16,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14921,Phoenicaulis cheiranthoides,wallflower phoenicaulis,PHCH,PHCH,"<strong>USA</strong> (ID, NV, OR, WA), <strong>CAN</strong> (CA)",Dicot,Mustard family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14922,Lewisia triphylla,threeleaf lewisia,LETR2,LETR2,"<strong>USA</strong> (CO, ID, MT, NV, OR, UT, WA, WY), <strong>CAN</strong> (BC, CA)",Dicot,Purslane family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14923,Eriogonum ochrocephalum var. sceptrum,whitewoolly buckwheat,EROCS,EROCS,<strong>USA</strong> (ID),Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14924,Centaurea ×moncktonii,meadow knapweed,CEMO6,CEMO6,"<strong>CAN</strong> (BC, NS, ON, QC)",Dicot,Aster family,,,CAN (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14925,Agrostis canina,velvet bentgrass,AGCA4,AGCA4,"<strong>USA</strong> (CT, DE, HI, MA, MD, ME, MI, MN, NH, NJ, NY, OR, PA, RI, TN, VT, WV), <strong>CAN</strong> (LB, NB, NF, NS, PE, QC), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Monocot,Grass family,Perennial,Graminoid,"L48 (N), HI (I), CAN (W), SPM (W)",Spring and Summer,Brown,Green,Moderate,Porous,Yellow,Moderate,0,2,Moderate,No,Yes,Yes,No,Low,Low,High,30,60,10,Intolerant,-33,Mid Spring,Low,Medium,No
14926,Valeriana pauciflora,largeflower valerian,VAPA2,VAPA2,"<strong>USA</strong> (AL, IL, IN, KY, MD, OH, PA, TN, VA, WV)",Dicot,Valerian family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14927,Rhaphiolepis,,RHAPH,RHAPH,,Dicot,Rose family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14928,Myrinia pulvinata,myrinia moss,MYPU5,MYPU5,,Moss,,,Nonvascular,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14929,Hesperomannia arbuscula,Maui island-aster,HEAR10,HEAR10,<strong>USA</strong> (HI),Dicot,Aster family,Perennial,"Tree, Shrub",HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14930,Cynoglossum virginianum,wild comfrey,CYVI,CYVI,"<strong>USA</strong> (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, ON, QC, SK, YT)",Dicot,Borage family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14931,Balsamorhiza careyana,Carey's balsamroot,BACA3,BACA3,"<strong>USA</strong> (OR, WA)",Dicot,Aster family,Perennial,Forb/herb,L48 (N),Spring,Yellow,Green,Porous,Porous,Brown,Moderate,0,3,Moderate,No,Yes,Yes,No,None,High,Low,6,20,18,Intermediate,-13,Early Spring,,Low,Yes
14932,Solenospora crenata,solenospora lichen,SOCR2,SOCR2,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14933,Phoenix,date palm,PHOEN2,PHOEN2,"<strong>USA</strong> (AZ, FL, HI, MA, MD), <strong>CAN</strong> (CA)",Monocot,Palm family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14934,Lewisia ×whiteae,,LEWH,LEWH,<strong>USA</strong> (OR),Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14935,Eriogonum ordii,Fort Mojave buckwheat,EROR3,EROR3,<strong>CAN</strong> (CA),Dicot,Buckwheat family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14936,Centaurea montana,perennial cornflower,CEMO,CEMO,"<strong>USA</strong> (AK, ID, ME, MI, MN, MT, NH, NY, OR, PA, UT, WA, WI), <strong>CAN</strong> (BC, NB, NF, ON, QC), <strong>FRA</strong> (SPM)",Dicot,Aster family,Annual,Forb/herb,"L48 (I), AK (I), CAN (I), SPM (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14937,Valeriana scandens,Florida valerian,VASC3,VASC3,"<strong>USA</strong> (FL), <strong>USA+</strong> (PR)",Dicot,Valerian family,Perennial,"Vine, Forb/herb","L48 (N), PR (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14938,Rhaphiolepis indica,,RHIN21,RHIN21,,Dicot,Rose family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14939,Myrionora,myrionora,MYRIO2,MYRIO2,,Lichen,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14940,Hesperomannia lydgatei,Kauai island-aster,HELY,HELY,<strong>USA</strong> (HI),Dicot,Aster family,Perennial,Tree,HI (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14941,Cynoglossum virginianum var. boreale,wild comfrey,CYVIB,CYVIB,"<strong>USA</strong> (CT, IA, IN, MA, ME, MI, MN, ND, NH, NJ, NY, OH, PA, SD, VT, WI), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, ON, QC, SK, YT)",Dicot,Borage family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14942,Balsamorhiza careyana var. careyana,Carey's balsamroot,BACAC,BACAC,"<strong>USA</strong> (OR, WA)",Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14943,Solenospora holophaea,solenospora lichen,SOHO3,SOHO3,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14944,Phoenix canariensis,Canary Island date palm,PHCA13,PHCA13,"<strong>USA</strong> (FL), <strong>CAN</strong> (CA)",Monocot,Palm family,Perennial,Tree,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14945,Leycesteria,leycesteria,LEYCE,LEYCE,<strong>CAN</strong> (CA),Dicot,Honeysuckle family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14946,Eriogonum ostlundii,Elsinore buckwheat,EROS,EROS,<strong>USA</strong> (UT),Dicot,Buckwheat family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14947,Agrostis castellana,bentgrass,AGCA11,AGCA11,,Monocot,Grass family,,Graminoid,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14948,Valeriana scandens var. candolleana,,VASCC2,VASCC2,,Dicot,Valerian family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14949,Rhapidophyllum,rhapidophyllum,RHAPI,RHAPI,"<strong>USA</strong> (AL, FL, GA, MS, SC)",Monocot,Palm family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14950,Myrionora albidula,myrionora,MYAL8,MYAL8,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14951,Hesperostipa,needle and thread,HESPE11,HESPE11,"<strong>USA</strong> (AZ, CO, IA, ID, IL, IN, KS, MI, MN, MO, MT, ND, NE, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UT, WA, WI, WY), <strong>CAN</strong> (AB, BC, MB, NT, ON, SK, YT, CA)",Monocot,Grass family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14952,Cynoglossum virginianum var. virginianum,wild comfrey,CYVIV,CYVIV,"<strong>USA</strong> (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Dicot,Borage family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14953,Balsamorhiza careyana var. intermedia,intermediate balsamroot,BACAI,BACAI,<strong>USA</strong> (OR),Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14954,Solenostemon,solenostemon,SOLEN2,SOLEN2,"<strong>USA</strong> (FL, HI), <strong>USA+</strong> (PR, VI)",Dicot,Mint family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14955,Phoenix dactylifera,date palm,PHDA4,PHDA4,"<strong>USA</strong> (AZ, HI, MA, MD), <strong>CAN</strong> (CA)",Monocot,Palm family,Perennial,"Tree, Shrub","L48 (I), HI (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14956,Leycesteria formosa,Himalayan honeysuckle,LEFO2,LEFO2,<strong>CAN</strong> (CA),Dicot,Honeysuckle family,Perennial,Shrub,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14957,Eriogonum ovalifolium,cushion buckwheat,EROV,EROV,"<strong>USA</strong> (AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), <strong>CAN</strong> (AB, BC, CA)",Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14958,Centaurea nigrescens,Tyrol knapweed,CENI3,CENI3,"<strong>USA</strong> (CT, DC, ID, IL, IN, MA, MD, ME, MI, MO, MT, NE, NH, NJ, NY, OH, OR, PA, RI, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (BC, NS, ON, QC, CA)",Dicot,Aster family,Perennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14959,Agrostis clavata,clavate bentgrass,AGCL,AGCL,"<strong>USA</strong> (AK), <strong>CAN</strong> (YT)",Monocot,Grass family,Perennial,Graminoid,"AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14960,Valeriana scouleri,Scouler's valerian,VASC2,VASC2,"<strong>USA</strong> (MT, OR, WA), <strong>CAN</strong> (AB, BC, CA)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14961,Rhapidophyllum hystrix,needle palm,RHHY,RHHY,"<strong>USA</strong> (AL, FL, GA, MS, SC)",Monocot,Palm family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14962,Myriophyllum,watermilfoil,MYRIO,MYRIO,"<strong>USA</strong> (AK, AL, AR, AZ, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT, CA), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Dicot,Water Milfoil family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14963,Hesperostipa comata,needle and thread,HECO26,HECO26,"<strong>USA</strong> (AZ, CO, IA, ID, IL, IN, KS, MI, MN, MT, ND, NE, NM, NV, NY, OK, OR, RI, SD, TX, UT, WA, WI, WY), <strong>CAN</strong> (AB, BC, MB, ON, SK, YT, CA)",Monocot,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14964,Cynometra,cynometra,CYNOM,CYNOM,<strong>USA+</strong> (PR),Dicot,Pea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14965,Balsamorhiza deltoidea,deltoid balsamroot,BADE2,BADE2,"<strong>USA</strong> (OR, WA), <strong>CAN</strong> (BC, CA)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14966,Solenostemon rotundifolius,hausa potato,SORO5,SORO5,,Dicot,Mint family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14967,Phoenix loureirii,Loureir's date palm,PHLO13,PHLO13,,Monocot,Palm family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14968,×Leydeum,,LEYDE,LEYDE,<strong>USA</strong> (OR),Monocot,Grass family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14969,Eriogonum ovalifolium var. caelestinum,cushion buckwheat,EROVC,EROVC,<strong>USA</strong> (NV),Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14970,Centaurea orientalis,,CEOR8,CEOR8,,Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14971,Agrostis clivicola,coastal bluff bentgrass,AGCL2,AGCL2,<strong>CAN</strong> (CA),Monocot,Grass family,Perennial,Graminoid,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14972,Valeriana sitchensis,Sitka valerian,VASI,VASI,"<strong>USA</strong> (AK, ID, MT, OR, WA), <strong>CAN</strong> (AB, BC, NT, YT, CA)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14973,Rheum,rhubarb,RHEUM,RHEUM,"<strong>USA</strong> (AK, AL, CO, CT, DC, IL, IN, KS, MA, ME, MI, MN, NC, NH, NY, OH, PA, UT, VA, VT, WI, WY), <strong>CAN</strong> (AB, BC, MB, NB, NS, NT, ON, QC, SK, YT)",Dicot,Buckwheat family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14974,Myriophyllum alterniflorum,alternateflower watermilfoil,MYAL3,MYAL3,"<strong>USA</strong> (CT, MA, ME, MI, MN, NH, NY, RI, VT, WI), <strong>CAN</strong> (LB, MB, NB, NF, NS, NT, ON, QC, SK), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Dicot,Water Milfoil family,Perennial,Forb/herb,"L48 (N), CAN (N), GL (N), SPM (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
